event_id,user_id,username,department,job_title,resource,action,timestamp,source_ip,location,success,is_anomaly,anomaly_type
EVT002021,U00062,user_0062,Finance,CFO,vpn_gateway,execute,2026-02-01T06:23:31Z,211.134.164.38,"New York, US",true,false,
EVT007183,U00370,user_0370,Engineering,DevOps Engineer,hr_information_system,execute,2025-12-13T10:16:52Z,30.96.142.234,"Paris, FR",true,false,
EVT003136,U00018,user_0018,HR,Recruiter,audit_logs,download,2025-07-17T21:36:44Z,24.202.200.87,"London, UK",true,false,
EVT006341,U00274,user_0274,Engineering,DevOps Engineer,customer_data_warehouse,download,2025-10-04T08:57:33Z,111.92.198.2,"Tokyo, JP",true,true,unusual_resource
EVT005270,U00298,user_0298,Legal,Compliance Officer,email_server,delete,2026-02-14T14:36:43Z,15.190.86.22,"Berlin, DE",true,false,
EVT001628,U00121,svc_abused_0121,Engineering,Software Engineer,dns_server,write,2025-05-02T18:33:55Z,167.97.163.127,"Mumbai, IN",true,false,
EVT004923,U00265,user_0265,IT,Security Analyst,audit_logs,read,2026-02-05T15:11:06Z,49.71.231.152,"Toronto, CA",true,true,unusual_time
EVT005852,U00009,user_0009,Engineering,Staff Engineer,payment_processor,read,2026-03-21T03:57:28Z,17.201.189.182,"Tokyo, JP",true,true,privilege_escalation
EVT003288,U00471,user_0471,Customer Support,Support Manager,customer_data_warehouse,download,2025-05-04T03:54:16Z,152.210.127.99,"London, UK",true,true,unusual_time
EVT007418,U00108,user_0108,Engineering,Senior Engineer,sales_crm,admin,2025-04-15T06:34:43Z,221.158.105.142,"Berlin, DE",true,true,excessive_access
EVT007349,U00457,user_0457,Marketing,Marketing Coordinator,dns_server,read,2025-12-25T12:11:03Z,83.128.151.15,"Berlin, DE",false,false,
EVT006205,U00416,user_0416,Operations,Ops Manager,sales_crm,read,2025-09-19T18:31:48Z,138.60.67.35,"Mumbai, IN",true,false,
EVT002926,U00191,user_0191,Legal,Compliance Officer,sales_crm,write,2025-06-23T14:23:23Z,95.24.217.172,"Berlin, DE",true,true,excessive_access
EVT002266,U00210,user_0210,Engineering,Software Engineer,vpn_gateway,execute,2026-03-15T17:03:39Z,206.87.223.226,"Toronto, CA",true,false,
EVT005250,U00265,user_0265,IT,Security Analyst,customer_data_warehouse,write,2025-04-18T02:13:24Z,187.90.240.121,"Toronto, CA",false,true,unusual_location
EVT001489,U00475,user_0475,Customer Support,CSO,email_server,write,2026-04-17T07:52:13Z,96.206.96.95,"Sydney, AU",true,true,unusual_time
EVT005662,U00432,svc_abused_0432,Marketing,Growth Lead,ci_cd_pipeline,download,2025-11-25T00:23:19Z,90.198.186.188,"Toronto, CA",true,false,
EVT006424,U00331,user_0331,Marketing,SEO Specialist,sales_crm,execute,2026-03-06T07:48:29Z,210.58.159.165,"Mumbai, IN",true,true,unusual_resource
EVT003962,U00215,user_0215,Sales,Sales Manager,security_incident_tracker,execute,2025-09-16T04:47:08Z,39.191.125.33,"New York, US",true,false,
EVT007394,U00480,user_0480,Marketing,Brand Manager,customer_data_warehouse,execute,2026-03-05T10:09:06Z,52.122.89.153,"Tokyo, JP",true,false,
EVT001315,U00471,user_0471,Customer Support,Support Agent,customer_data_warehouse,admin,2025-12-12T12:34:40Z,77.186.146.38,"Mumbai, IN",true,false,
EVT001091,U00085,user_0085,Legal,Compliance Officer,hr_information_system,write,2025-05-22T10:08:50Z,24.69.175.124,"Toronto, CA",false,true,excessive_access
EVT005328,U00152,user_0152,HR,Recruiter,financial_ledger,execute,2025-06-10T04:40:44Z,44.250.82.167,"Berlin, DE",true,true,impossible_travel
EVT007280,U00387,user_0387,Operations,Supply Chain Lead,ci_cd_pipeline,write,2025-11-26T23:18:09Z,119.43.28.174,"Singapore, SG",true,false,
EVT002179,U00384,user_0384,Sales,Sales Rep,customer_data_warehouse,admin,2025-06-27T07:59:05Z,63.162.240.194,"Toronto, CA",true,true,unusual_location
EVT002757,U00326,svc_abused_0326,Engineering,Software Engineer,hr_information_system,delete,2025-05-22T12:48:17Z,161.153.150.172,"Berlin, DE",true,false,
EVT005683,U00114,user_0114,Legal,Compliance Officer,file_storage,execute,2025-05-20T15:01:11Z,158.197.78.230,"London, UK",true,false,
EVT006775,U00440,user_0440,Marketing,Brand Manager,vpn_gateway,execute,2025-10-14T12:06:59Z,154.59.72.19,"Paris, FR",true,false,
EVT005494,U00471,user_0471,Customer Support,Support Team Lead,production_database,admin,2025-12-30T13:34:27Z,41.181.155.206,"New York, US",true,true,privilege_escalation
EVT001255,U00471,user_0471,Customer Support,Support Team Lead,security_incident_tracker,admin,2025-11-07T08:02:14Z,47.232.27.161,"Toronto, CA",true,true,unusual_time
EVT005279,U00056,user_0056,Customer Support,Support Manager,payment_processor,admin,2025-07-29T08:40:29Z,29.129.73.41,"London, UK",true,false,
EVT007393,U00027,user_0027,Product,Director of Product,audit_logs,download,2025-04-26T08:46:26Z,87.195.109.203,"Singapore, SG",true,false,
EVT004595,U00238,user_0238,Marketing,Marketing Coordinator,backup_system,delete,2026-02-27T14:11:50Z,33.8.208.54,"New York, US",true,false,
EVT007211,U00464,user_0464,Finance,Controller,monitoring_system,delete,2025-06-17T23:49:59Z,215.25.52.253,"Singapore, SG",true,false,
EVT007419,U00112,user_0112,Engineering,Staff Engineer,email_server,admin,2025-09-25T12:07:37Z,124.47.137.10,"Mumbai, IN",true,true,impossible_travel
EVT007300,U00491,user_0491,Legal,Compliance Officer,employee_portal,read,2026-02-17T22:10:05Z,129.96.179.71,"Sao Paulo, BR",true,true,unusual_resource
EVT005954,U00418,user_0418,Sales,Sales Rep,audit_logs,admin,2025-07-26T06:10:15Z,190.145.233.53,"Mumbai, IN",true,false,
EVT005789,U00283,svc_abused_0283,Customer Support,Senior Support Agent,backup_system,read,2025-12-09T11:24:24Z,135.76.111.149,"London, UK",true,false,
EVT001565,U00191,user_0191,Legal,Corporate Counsel,source_code_repo,delete,2025-05-13T15:49:46Z,102.135.211.171,"Toronto, CA",true,false,
EVT005501,U00396,user_0396,Legal,General Counsel,file_storage,read,2025-06-17T16:28:02Z,43.113.7.13,"Mumbai, IN",true,false,
EVT002127,U00281,user_0281,Operations,Supply Chain Lead,audit_logs,read,2025-08-11T17:16:05Z,45.195.42.135,"Sao Paulo, BR",true,false,
EVT005482,U00343,user_0343,Legal,Corporate Counsel,dns_server,read,2025-07-20T01:32:24Z,119.54.176.171,"Tokyo, JP",true,true,privilege_escalation
EVT004860,U00115,user_0115,Finance,Finance Manager,dns_server,execute,2026-03-29T16:55:47Z,63.154.68.14,"Tokyo, JP",true,true,unusual_time
EVT002986,U00466,user_0466,IT,IT Support,test_environment,execute,2025-10-16T06:29:07Z,216.35.98.88,"Tokyo, JP",true,true,unusual_time
EVT007351,U00489,user_0489,Product,Senior PM,vpn_gateway,admin,2026-02-25T01:25:06Z,179.51.254.127,"New York, US",true,false,
EVT002105,U00060,user_0060,Product,Product Manager,staging_environment,delete,2025-04-12T01:39:11Z,116.79.57.147,"Paris, FR",true,false,
EVT003960,U00140,user_0140,IT,Security Analyst,ci_cd_pipeline,execute,2025-11-18T17:17:32Z,19.107.20.154,"Toronto, CA",true,true,unusual_resource
EVT004788,U00246,user_0246,Customer Support,Support Manager,test_environment,admin,2026-02-11T13:19:11Z,87.96.71.124,"Berlin, DE",false,false,
EVT003008,U00367,user_0367,Sales,CRO,backup_system,read,2025-05-10T06:51:56Z,61.146.69.1,"Berlin, DE",true,true,unusual_resource
EVT005145,U00475,user_0475,Customer Support,Support Agent,test_environment,delete,2026-02-02T04:34:04Z,221.178.106.91,"Paris, FR",true,true,excessive_access
EVT007162,U00439,user_0439,Customer Support,Support Manager,backup_system,execute,2025-09-23T08:35:28Z,214.191.180.154,"Toronto, CA",true,false,
EVT005097,U00415,user_0415,Operations,Ops Manager,employee_portal,read,2025-09-25T02:24:38Z,212.42.94.74,"New York, US",true,false,
EVT003294,U00304,user_0304,Operations,Supply Chain Lead,employee_portal,admin,2025-08-03T00:56:49Z,202.142.222.210,"Toronto, CA",true,false,
EVT001177,U00107,user_0107,HR,Recruiter,hr_information_system,execute,2025-10-09T14:19:33Z,153.101.103.18,"Tokyo, JP",true,false,
EVT004261,U00493,user_0493,Customer Support,Support Agent,financial_ledger,write,2025-04-11T18:53:13Z,162.13.96.90,"Singapore, SG",true,false,
EVT006709,U00024,user_0024,Legal,Paralegal,sales_crm,write,2025-05-23T12:30:44Z,169.11.172.42,"Tokyo, JP",true,true,unusual_location
EVT002219,U00432,svc_abused_0432,Marketing,Marketing Coordinator,backup_system,execute,2025-12-05T14:58:05Z,4.146.189.66,"Mumbai, IN",true,true,unusual_location
EVT007000_travel,U00242,svc_abused_0242,Finance,Senior Accountant,backup_system,read,2025-07-28T08:37:41Z,49.78.5.54,"New York, US",false,true,impossible_travel
EVT004626,U00066,user_0066,Operations,Supply Chain Lead,customer_data_warehouse,read,2025-12-29T07:00:24Z,92.69.241.208,"London, UK",true,false,
EVT005036,U00296,user_0296,Marketing,Marketing Coordinator,test_environment,delete,2026-02-15T16:13:17Z,56.39.152.28,"London, UK",true,true,impossible_travel
EVT000222,U00366,user_0366,Legal,General Counsel,source_code_repo,delete,2025-04-21T19:39:56Z,46.83.167.143,"Paris, FR",true,false,
EVT000690,U00267,user_0267,Customer Support,Support Agent,vpn_gateway,delete,2025-11-24T18:44:05Z,80.188.107.53,"Tokyo, JP",true,false,
EVT_ONCALL_005837,U00324,user_0324,Engineering,Senior Engineer,sales_crm,read,2025-04-18T13:54:28Z,223.90.178.103,"Sao Paulo, BR",false,false,
EVT005172,U00302,user_0302,Legal,Corporate Counsel,payment_processor,read,2025-04-04T23:57:05Z,171.181.147.4,"Toronto, CA",true,true,unusual_time
EVT006278,U00277,user_0277,Operations,Supply Chain Lead,audit_logs,delete,2025-11-14T00:13:11Z,193.123.93.245,"London, UK",true,true,unusual_location
EVT004842,U00469,svc_abused_0469,HR,HR Manager,ci_cd_pipeline,write,2025-04-24T16:09:38Z,111.251.122.204,"Berlin, DE",true,true,unusual_location
EVT001123,U00310,user_0310,Product,Product Manager,production_database,read,2026-01-13T01:35:07Z,37.8.19.28,"Tokyo, JP",true,false,
EVT002998,U00441,user_0441,Operations,Supply Chain Lead,monitoring_system,delete,2025-06-30T23:41:53Z,79.215.185.248,"Mumbai, IN",true,false,
EVT001680,U00275,user_0275,Engineering,Staff Engineer,load_balancer,write,2025-05-07T11:26:06Z,120.15.225.73,"Berlin, DE",true,true,unusual_location
EVT002165,U00246,user_0246,Customer Support,Senior Support Agent,financial_ledger,download,2026-04-18T20:54:49Z,195.197.204.116,"Berlin, DE",true,true,impossible_travel
EVT000636,U00382,user_0382,Engineering,Staff Engineer,backup_system,write,2026-01-09T02:10:54Z,183.253.135.235,"Mumbai, IN",false,true,unusual_location
EVT000540,U00276,user_0276,Product,CPO,staging_environment,delete,2025-09-18T17:11:58Z,136.98.87.164,"Toronto, CA",true,true,impossible_travel
EVT004097,U00424,user_0424,Legal,Paralegal,employee_portal,write,2025-08-05T14:21:53Z,93.172.182.188,"Tokyo, JP",false,false,
EVT000587,U00247,svc_0247,HR,Recruiter,dns_server,read,2025-09-30T15:43:57Z,149.158.248.89,"Toronto, CA",true,true,unusual_location
EVT000846,U00348,user_0348,Legal,Paralegal,financial_ledger,download,2026-03-13T22:45:42Z,23.155.193.8,"Paris, FR",true,false,
EVT007045,U00036,user_0036,HR,Recruiter,load_balancer,read,2026-04-21T23:44:04Z,192.191.150.103,"Paris, FR",false,false,
EVT004373,U00267,user_0267,Customer Support,CSO,customer_data_warehouse,write,2025-06-12T03:17:31Z,121.25.190.163,"Sao Paulo, BR",true,false,
EVT003543,U00482,user_0482,HR,HR Manager,ci_cd_pipeline,delete,2025-06-25T15:36:26Z,65.101.221.132,"Tokyo, JP",true,false,
EVT005890,U00496,user_0496,Customer Support,Support Manager,monitoring_system,admin,2025-07-06T13:59:16Z,95.214.150.125,"Sao Paulo, BR",true,true,excessive_access
EVT001092_travel,U00194,user_0194,Legal,Paralegal,employee_portal,read,2026-01-07T21:26:44Z,66.85.185.179,"New York, US",false,true,impossible_travel
EVT003280,U00379,user_0379,Legal,Compliance Officer,staging_environment,download,2025-06-23T18:04:38Z,164.169.49.71,"Paris, FR",false,false,
EVT004381,U00386,user_0386,Sales,CRO,customer_data_warehouse,read,2026-02-24T15:09:44Z,162.124.57.11,"Paris, FR",true,true,privilege_escalation
EVT007073,U00480,user_0480,Marketing,CMO,dns_server,admin,2026-04-17T02:54:16Z,91.149.200.199,"Berlin, DE",true,false,
EVT002948,U00360,user_0360,Marketing,Marketing Coordinator,dns_server,download,2026-03-19T14:56:52Z,7.196.246.115,"Berlin, DE",true,false,
EVT001070,U00231,user_0231,IT,CISO,production_database,execute,2025-04-02T08:35:50Z,117.187.141.5,"Mumbai, IN",true,true,unusual_time
EVT002108,U00495,user_0495,Legal,General Counsel,audit_logs,read,2025-10-29T01:51:53Z,122.246.190.179,"Mumbai, IN",true,false,
EVT000100,U00029,svc_abused_0029,Finance,CFO,payment_processor,read,2026-02-09T17:29:17Z,69.76.55.145,"Sao Paulo, BR",false,false,
EVT002967,U00302,user_0302,Legal,Paralegal,hr_information_system,download,2026-02-26T17:00:19Z,76.237.134.241,"Sao Paulo, BR",true,false,
EVT007014,U00386,user_0386,Sales,Sales Manager,sales_crm,delete,2025-11-11T06:16:03Z,92.196.102.99,"Mumbai, IN",false,false,
EVT001890,U00342,user_0342,IT,Systems Administrator,hr_information_system,read,2026-03-01T12:37:00Z,52.251.25.88,"Berlin, DE",true,false,
EVT005792,U00134,user_0134,Product,CPO,vpn_gateway,read,2026-02-25T04:00:39Z,189.71.169.20,"Toronto, CA",true,true,unusual_location
EVT003253,U00166,user_0166,Product,Product Manager,vpn_gateway,write,2025-10-29T12:37:41Z,147.204.172.95,"Singapore, SG",true,true,privilege_escalation
EVT005164,U00441,user_0441,Operations,Ops Analyst,financial_ledger,write,2025-07-18T02:32:10Z,136.10.223.18,"Berlin, DE",true,true,impossible_travel
EVT003587,U00095,user_0095,IT,IT Support,dns_server,delete,2026-04-18T06:40:59Z,84.223.148.234,"Paris, FR",true,true,unusual_time
EVT003582_travel,U00257,user_0257,Sales,Sales Manager,load_balancer,write,2025-04-12T00:09:00Z,52.16.111.251,"New York, US",false,true,impossible_travel
EVT006778,U00493,user_0493,Customer Support,CSO,sales_crm,execute,2025-04-01T19:59:39Z,196.117.140.194,"Sao Paulo, BR",true,false,
EVT003757,U00311,user_0311,Customer Support,CSO,backup_system,execute,2025-04-26T07:33:58Z,177.38.3.246,"New York, US",false,false,
EVT005968,U00158,user_0158,Engineering,Staff Engineer,dns_server,delete,2026-03-26T12:21:33Z,149.216.44.223,"London, UK",true,false,
EVT006227,U00328,user_0328,Customer Support,Support Agent,sales_crm,write,2026-03-19T11:25:45Z,101.225.231.112,"Mumbai, IN",true,true,unusual_location
EVT003018,U00186,user_0186,IT,Network Engineer,file_storage,execute,2025-11-17T17:18:19Z,220.230.46.137,"Sao Paulo, BR",false,false,
EVT001747,U00307,user_0307,HR,Benefits Specialist,source_code_repo,admin,2025-08-08T10:43:31Z,162.112.250.223,"Tokyo, JP",false,false,
EVT002271,U00488,user_0488,Product,Senior PM,employee_portal,download,2025-04-25T20:40:31Z,131.154.189.202,"London, UK",true,false,
EVT005765,U00036,user_0036,HR,HR Coordinator,hr_information_system,download,2025-11-26T12:52:11Z,196.33.130.57,"Singapore, SG",true,false,
EVT000429_travel,U00094,user_0094,Product,CPO,vpn_gateway,read,2025-05-04T13:14:21Z,145.110.81.138,"New York, US",false,true,impossible_travel
EVT006861,U00464,user_0464,Finance,Senior Accountant,hr_information_system,read,2025-12-01T03:05:54Z,156.223.26.49,"Sao Paulo, BR",true,false,
EVT004242,U00393,user_0393,Finance,Senior Accountant,audit_logs,download,2025-09-03T17:33:11Z,187.91.74.168,"Singapore, SG",false,false,
EVT004803,U00419,user_0419,Finance,Finance Manager,ci_cd_pipeline,write,2025-07-13T22:58:27Z,53.149.29.102,"Toronto, CA",true,false,
EVT002511,U00164,user_0164,Operations,COO,audit_logs,execute,2026-03-12T03:30:12Z,13.218.184.242,"London, UK",true,true,excessive_access
EVT007258,U00324,user_0324,Engineering,Staff Engineer,security_incident_tracker,write,2025-12-24T23:42:41Z,75.32.84.165,"Sydney, AU",true,true,excessive_access
EVT005195,U00160,user_0160,Marketing,SEO Specialist,security_incident_tracker,download,2025-05-04T20:19:52Z,22.191.31.72,"Sydney, AU",false,true,unusual_resource
EVT006507,U00308,user_0308,Operations,Ops Manager,customer_data_warehouse,admin,2025-07-19T18:04:06Z,223.22.11.201,"Toronto, CA",true,false,
EVT004320,U00461,user_0461,Operations,Supply Chain Lead,dns_server,write,2025-06-29T18:18:46Z,94.252.36.208,"Sydney, AU",false,false,
EVT006862,U00192,user_0192,Operations,Ops Analyst,test_environment,download,2025-05-08T03:26:58Z,190.115.87.144,"Paris, FR",true,false,
EVT005566,U00088,user_0088,HR,CHRO,customer_data_warehouse,read,2025-04-24T19:03:30Z,167.252.99.38,"Singapore, SG",true,true,unusual_resource
EVT004266,U00392,user_0392,Customer Support,CSO,staging_environment,admin,2025-09-04T00:56:44Z,216.223.59.93,"Mumbai, IN",false,false,
EVT001267,U00152,user_0152,HR,Recruiter,financial_ledger,admin,2025-09-21T08:33:54Z,44.20.245.239,"New York, US",true,true,impossible_travel
EVT004486,U00434,user_0434,Legal,Paralegal,monitoring_system,download,2025-05-09T12:13:12Z,19.173.47.197,"Toronto, CA",true,false,
EVT005706,U00398,user_0398,Operations,COO,customer_data_warehouse,delete,2025-10-14T18:27:12Z,48.28.239.96,"New York, US",true,false,
EVT005003,U00103,user_0103,Customer Support,Support Team Lead,audit_logs,write,2026-04-28T00:31:13Z,23.125.73.143,"Sydney, AU",true,false,
EVT006458,U00002,user_0002,Sales,CRO,dns_server,execute,2026-04-15T03:38:49Z,22.130.96.3,"Berlin, DE",false,false,
EVT003080,U00170,user_0170,Operations,Supply Chain Lead,sales_crm,write,2026-02-27T00:17:24Z,136.250.16.62,"Tokyo, JP",true,true,privilege_escalation
EVT003277,U00055,svc_abused_0055,Finance,Financial Analyst,financial_ledger,admin,2026-02-01T19:10:07Z,173.188.86.97,"New York, US",true,false,
EVT003852,U00089,user_0089,HR,Recruiter,ci_cd_pipeline,read,2025-11-08T08:29:25Z,113.144.203.239,"Berlin, DE",true,true,impossible_travel
EVT003912,U00304,user_0304,Operations,Supply Chain Lead,security_incident_tracker,execute,2025-07-26T00:18:52Z,208.174.202.222,"Paris, FR",true,false,
EVT007015,U00146,user_0146,Legal,CLO,hr_information_system,execute,2025-05-31T06:00:07Z,191.95.195.49,"Paris, FR",true,false,
EVT007470,U00258,user_0258,Finance,CFO,payment_processor,write,2026-02-07T16:05:06Z,15.49.26.102,"Singapore, SG",true,false,
EVT007076,U00249,svc_0249,Finance,Finance Manager,production_database,read,2026-03-02T18:24:00Z,148.224.98.204,"Sydney, AU",true,false,
EVT000441,U00398,user_0398,Operations,Supply Chain Lead,audit_logs,download,2025-11-30T02:34:46Z,81.48.115.66,"Tokyo, JP",true,false,
EVT001298,U00482,user_0482,HR,HR Manager,ci_cd_pipeline,read,2026-02-07T07:28:54Z,223.221.195.223,"Paris, FR",true,false,
EVT004538,U00005,user_0005,Marketing,CMO,financial_ledger,execute,2025-10-25T04:36:59Z,89.62.107.216,"Singapore, SG",true,true,unusual_resource
EVT006401,U00015,user_0015,Sales,Account Executive,customer_data_warehouse,delete,2025-07-18T03:37:00Z,48.16.52.15,"Berlin, DE",true,false,
EVT004110,U00160,user_0160,Marketing,Brand Manager,financial_ledger,read,2025-10-19T04:48:06Z,175.174.249.1,"Mumbai, IN",true,true,unusual_location
EVT006344,U00472,user_0472,Finance,Controller,financial_ledger,download,2026-03-18T21:51:04Z,112.202.130.34,"Sydney, AU",false,false,
EVT004494,U00307,user_0307,HR,Benefits Specialist,dns_server,admin,2025-04-11T07:10:55Z,214.207.218.123,"Paris, FR",true,true,unusual_time
EVT002195,U00391,user_0391,Legal,Corporate Counsel,load_balancer,execute,2025-04-20T13:16:32Z,74.39.218.48,"Tokyo, JP",true,false,
EVT006269,U00153,svc_abused_0153,Finance,CFO,ci_cd_pipeline,execute,2025-04-20T17:40:13Z,186.42.115.24,"Berlin, DE",true,false,
EVT006871,U00176,user_0176,Marketing,Marketing Coordinator,staging_environment,delete,2025-10-08T06:45:32Z,73.1.1.16,"Paris, FR",true,true,unusual_location
EVT007223,U00334,user_0334,Customer Support,CSO,backup_system,delete,2025-07-13T15:58:15Z,192.204.81.102,"Singapore, SG",false,true,privilege_escalation
EVT006551,U00401,user_0401,Legal,Compliance Officer,hr_information_system,execute,2025-07-30T00:40:19Z,37.174.84.95,"Paris, FR",true,false,
EVT003371,U00286,user_0286,Operations,Logistics Coordinator,audit_logs,admin,2025-05-18T01:52:25Z,128.95.153.129,"Sydney, AU",true,true,impossible_travel
EVT003512,U00255,user_0255,HR,Recruiter,customer_data_warehouse,execute,2026-03-03T19:44:04Z,69.175.187.242,"London, UK",true,false,
EVT002634,U00132,user_0132,IT,CISO,customer_data_warehouse,delete,2025-06-21T22:26:06Z,154.29.152.33,"Paris, FR",true,true,unusual_time
EVT000219,U00061,user_0061,Customer Support,Support Team Lead,employee_portal,execute,2026-01-14T04:13:30Z,175.150.190.248,"Singapore, SG",false,false,
EVT004416,U00121,svc_abused_0121,Engineering,DevOps Engineer,customer_data_warehouse,execute,2026-04-17T10:22:34Z,169.236.84.123,"Sao Paulo, BR",true,false,
EVT005104,U00469,svc_abused_0469,HR,HR Coordinator,payment_processor,download,2026-01-06T08:50:19Z,58.61.200.62,"Paris, FR",true,false,
EVT005335,U00204,svc_0204,Operations,Supply Chain Lead,security_incident_tracker,download,2025-12-20T06:15:39Z,222.64.153.23,"Sao Paulo, BR",true,false,
EVT002620,U00481,user_0481,Operations,Ops Analyst,dns_server,download,2025-12-22T09:23:57Z,162.86.120.160,"Sao Paulo, BR",false,false,
EVT003057,U00364,user_0364,Legal,General Counsel,email_server,delete,2026-04-08T22:55:44Z,129.108.89.237,"Sao Paulo, BR",true,true,unusual_location
EVT003062,U00344,user_0344,Sales,Sales Director,staging_environment,execute,2026-02-13T18:26:42Z,209.186.247.188,"Paris, FR",true,false,
